subscriber_id,signup_date,plan,country,acquisition_channel,campaign_id,campaign_name,campaign_start_date,campaign_end_date,primary_device,age,signup_show,show_genre,lifecycle_stage,churn_date,monthly_spend_usd,nps_score,is_bundled,has_showtime_add_on
SUB00355,02/06/26,Essential,MX,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Mobile,54,Boston Blue,Procedural,Churned,02/20/26,10.59,2.7,True,False
SUB00356,02/05/26,Paramount+ with Showtime,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Smart TV,22,Tracker,Action,New,,14.75,3.7,False,True
SUB00357,02/07/26,Annual Premium,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Roku,31,Criminal Minds,Procedural,Reactivated,,11.23,7.3,True,False
SUB00358,02/20/26,Annual Essential,US,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Mobile,44,Landman,Drama,At-Risk,,6.6,,False,False
SUB00359,02/09/26,Annual Premium,CA,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Fire TV,51,UFC,Sports,Active,,10.24,5.4,False,False
SUB00360,02/23/26,Essential,CA,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Fire TV,32,RuPaul Drag Race All Stars,Reality,Active,,14.75,,False,False
SUB00361,02/07/26,Annual Premium,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Smart TV,33,UFC,Sports,Active,,11.4,5.7,False,False
SUB00362,02/23/26,Annual Premium,UK,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Mobile,67,Sonic 3,Family,Active,,12.6,7.3,True,False
SUB00363,02/25/26,Paramount+ with Showtime,US,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Fire TV,52,Boomerang,Comedy,Churned,04/08/26,12.45,,True,True
SUB00364,02/28/26,Annual Essential,UK,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Roku,35,NCIS,Procedural,New,,7.46,,True,True
SUB00365,02/01/26,Paramount+ with Showtime,AU,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Desktop,48,RuPaul Drag Race All Stars,Reality,At-Risk,,15.16,6.6,False,True
SUB00366,02/06/26,Annual Essential,US,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Desktop,36,Elsbeth,Procedural,Reactivated,,5.84,,False,True
SUB00367,02/04/26,Paramount+ with Showtime,US,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Mobile,50,Dexter,Thriller,Churned,02/22/26,14.07,7.3,False,True
SUB00368,02/20/26,Essential,UK,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Fire TV,18,The Guest,Thriller,Active,,14.36,10.0,False,False
SUB00369,02/04/26,Paramount+ with Showtime,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Mobile,53,NFL,Sports,Reactivated,,14.76,4.2,False,True
SUB00370,02/28/26,Paramount+ with Showtime,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Tablet,23,The Offer,Drama,Active,,15.54,5.1,False,True
SUB00371,02/05/26,Paramount+ with Showtime,MX,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Desktop,35,The Chi,Drama,At-Risk,,13.41,7.0,False,True
SUB00372,02/28/26,Annual Essential,UK,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Fire TV,44,Sonic 3,Family,At-Risk,,8.49,6.8,False,False
SUB00373,02/03/26,Annual Essential,US,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Tablet,71,The Offer,Drama,Active,,8.32,6.4,False,False
SUB00374,02/14/26,Annual Premium,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Desktop,52,Boomerang,Comedy,Active,,13.27,,False,True
SUB00375,02/11/26,Annual Essential,AU,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Smart TV,46,Love & Hip Hop Miami,Reality,At-Risk,,9.27,4.0,False,False
SUB00376,02/04/26,Essential,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Tablet,21,The Guest,Thriller,New,,13.26,,False,False
SUB00377,02/02/26,Annual Essential,US,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Mobile,37,NCIS,Procedural,Reactivated,,7.97,7.2,False,False
SUB00378,02/04/26,Paramount+ with Showtime,AU,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Mobile,43,Watson,Procedural,Active,,15.07,10.0,False,True
SUB00379,02/25/26,Paramount+ with Showtime,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Mobile,34,Dexter,Thriller,Active,,14.8,8.6,True,True
SUB00380,02/18/26,Paramount+ with Showtime,CA,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Roku,20,Dutton Ranch,Drama,Reactivated,,14.29,7.8,False,True
SUB00381,02/22/26,Annual Premium,US,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Roku,33,The Agency,Thriller,At-Risk,,11.82,9.5,False,False
SUB00382,02/15/26,Annual Premium,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Desktop,39,The Chi,Drama,Reactivated,,11.32,6.1,True,False
SUB00383,02/07/26,Essential,CA,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Smart TV,22,Ghosts,Comedy,Active,,14.81,3.3,False,False
SUB00384,02/23/26,Annual Essential,US,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Mobile,26,The Agency,Thriller,Active,,5.38,,False,False
SUB00385,02/26/26,Paramount+ with Showtime,US,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Mobile,29,NCIS,Procedural,At-Risk,,15.28,,False,True
SUB00386,02/22/26,Essential,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Mobile,52,Elsbeth,Procedural,Active,,16.27,5.0,False,False
SUB00387,02/28/26,Annual Premium,CA,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Roku,51,Landman,Drama,At-Risk,,9.42,5.8,False,False
SUB00388,02/23/26,Annual Essential,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Smart TV,70,Love & Hip Hop Miami,Reality,Active,,6.43,3.4,False,False
SUB00389,02/28/26,Annual Premium,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Tablet,52,Tulsa King,Drama,Reactivated,,13.02,10.0,True,False
SUB00390,02/07/26,Annual Premium,AU,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Mobile,45,Lioness,Thriller,At-Risk,,12.98,7.8,False,False
SUB00391,02/14/26,Annual Premium,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Mobile,48,The Agency,Thriller,Active,,12.11,7.1,False,True
SUB00392,02/20/26,Paramount+ with Showtime,US,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Fire TV,37,Mission Impossible,Action,Active,,13.25,,True,True
SUB00393,02/08/26,Annual Premium,CA,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Tablet,18,SpongeBob,Family,New,,9.82,6.3,True,False
SUB00394,02/07/26,Paramount+ with Showtime,MX,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Desktop,22,Criminal Minds,Procedural,New,,13.18,6.9,True,True
SUB00395,02/15/26,Paramount+ with Showtime,US,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Smart TV,50,Dutton Ranch,Drama,New,,12.68,3.0,True,True
SUB00396,02/13/26,Annual Essential,UK,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Fire TV,51,Ghosts,Comedy,At-Risk,,7.89,4.3,False,False
SUB00397,02/07/26,Annual Essential,US,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Tablet,45,Love & Hip Hop Miami,Reality,New,,7.7,4.4,False,True
SUB00398,02/28/26,Essential,US,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Smart TV,19,1923,Drama,Active,,13.55,5.2,True,False
SUB00399,02/23/26,Annual Premium,US,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Mobile,18,1923,Drama,At-Risk,,11.57,7.5,False,False
SUB00400,02/21/26,Essential,US,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Smart TV,45,The Offer,Drama,Active,,15.51,7.0,False,False
SUB00401,02/23/26,Paramount+ with Showtime,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Smart TV,39,1923,Drama,Active,,14.2,5.6,False,True
SUB00402,02/13/26,Paramount+ with Showtime,US,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Mobile,45,MobLand,Drama,Active,,13.79,6.6,True,True
SUB00403,02/21/26,Annual Essential,US,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Roku,28,Criminal Minds,Procedural,Active,,6.13,,False,False
SUB00404,02/02/26,Annual Essential,UK,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Mobile,62,Dutton Ranch,Drama,Active,,7.6,,False,False
SUB00405,02/06/26,Annual Essential,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Tablet,27,SpongeBob,Family,Active,,6.86,8.5,True,False
SUB00406,02/21/26,Annual Essential,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Roku,55,Tulsa King,Drama,At-Risk,,8.05,5.0,False,False
SUB00407,02/05/26,Paramount+ with Showtime,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Roku,26,Boomerang,Comedy,At-Risk,,13.14,10.0,False,True
SUB00408,02/19/26,Essential,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Roku,42,Coldwater,Drama,Active,,14.17,7.9,True,False
SUB00409,02/27/26,Annual Premium,UK,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Fire TV,35,The Offer,Drama,Active,,12.19,6.2,False,False
SUB00410,02/20/26,Annual Essential,US,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Desktop,35,Boston Blue,Procedural,Active,,9.74,,False,True
SUB00411,02/28/26,Paramount+ with Showtime,AU,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Roku,30,1923,Drama,Active,,13.93,3.5,False,True
SUB00412,02/16/26,Essential,CA,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Smart TV,74,Landman,Drama,Active,,15.73,4.7,False,False
SUB00413,02/12/26,Essential,US,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Mobile,61,NFL,Sports,Churned,03/26/26,13.71,,False,False
SUB00414,02/19/26,Essential,UK,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Mobile,60,Love & Hip Hop Miami,Reality,Active,,14.13,5.7,True,False
SUB00415,02/02/26,Annual Premium,MX,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Tablet,29,Boomerang,Comedy,Active,,8.95,4.3,True,False
SUB00416,02/11/26,Paramount+ with Showtime,MX,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Desktop,20,Landman,Drama,Churned,02/27/26,9.98,6.6,True,True
SUB00417,02/12/26,Paramount+ with Showtime,AU,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Tablet,41,The Agency,Thriller,New,,14.44,3.1,False,True
SUB00418,02/16/26,Annual Premium,US,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Desktop,49,The Offer,Drama,Reactivated,,12.01,2.1,False,False
SUB00419,02/06/26,Annual Premium,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Desktop,55,1923,Drama,Active,,13.39,3.8,False,False
SUB00420,02/16/26,Annual Essential,AU,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Roku,43,Tracker,Action,Active,,7.76,4.9,False,False
SUB00421,02/02/26,Essential,AU,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Roku,45,Sonic 3,Family,Active,,14.44,6.7,True,False
SUB00422,02/03/26,Annual Premium,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Smart TV,25,The Madison,Drama,Reactivated,,10.38,6.9,False,False
SUB00423,02/20/26,Annual Essential,US,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Roku,36,Dexter,Thriller,Active,,6.82,4.5,False,False
SUB00424,02/05/26,Paramount+ with Showtime,MX,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Desktop,55,1923,Drama,New,,13.11,,True,True
SUB00425,02/20/26,Essential,AU,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Mobile,22,Mission Impossible,Action,Active,,15.14,,False,False
SUB00426,02/25/26,Annual Premium,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Fire TV,39,NFL,Sports,New,,12.43,10.0,False,False
SUB00427,02/26/26,Paramount+ with Showtime,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Mobile,40,The Offer,Drama,New,,14.24,5.8,False,True
SUB00428,02/28/26,Paramount+ with Showtime,AU,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Smart TV,35,NFL,Sports,Active,,14.77,,True,True
SUB00429,02/13/26,Annual Essential,US,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Roku,26,Dutton Ranch,Drama,Active,,5.61,3.6,False,True
SUB00430,02/12/26,Annual Essential,US,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Fire TV,45,Watson,Procedural,Active,,5.15,4.1,True,False
SUB00431,02/09/26,Annual Premium,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Desktop,43,The Guest,Thriller,New,,11.63,10.0,True,False
SUB00432,02/06/26,Annual Essential,MX,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Mobile,49,UFC,Sports,Active,,6.24,,False,False
SUB00433,02/01/26,Paramount+ with Showtime,MX,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Smart TV,50,Tulsa King,Drama,At-Risk,,12.52,5.9,True,True
SUB00434,02/24/26,Annual Premium,US,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Desktop,42,Watson,Procedural,Active,,12.17,5.0,True,True
SUB00435,02/16/26,Annual Premium,CA,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Tablet,35,Tulsa King,Drama,At-Risk,,11.84,4.8,False,False
SUB00436,02/22/26,Essential,CA,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Tablet,25,Love & Hip Hop Miami,Reality,Active,,13.64,,False,False
SUB00437,02/17/26,Essential,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Fire TV,53,Criminal Minds,Procedural,Reactivated,,14.41,,False,False
SUB00438,02/20/26,Annual Essential,UK,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Tablet,49,SpongeBob,Family,At-Risk,,8.43,9.6,True,False
SUB00439,02/17/26,Paramount+ with Showtime,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Tablet,38,Love & Hip Hop Miami,Reality,Active,,12.48,3.6,True,True
SUB00440,02/16/26,Annual Premium,AU,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Smart TV,33,Watson,Procedural,Churned,04/16/26,10.49,5.2,False,False
SUB00441,02/03/26,Paramount+ with Showtime,MX,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Desktop,38,The Madison,Drama,Churned,03/09/26,11.46,7.7,False,True
SUB00442,02/08/26,Annual Premium,CA,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Tablet,44,SpongeBob,Family,Active,,9.84,6.6,False,True
SUB00443,02/07/26,Paramount+ with Showtime,MX,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Fire TV,24,The Agency,Thriller,New,,11.32,6.2,False,True
SUB00444,02/28/26,Paramount+ with Showtime,UK,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Roku,46,Paw Patrol,Family,New,,15.49,9.9,True,True
SUB00445,02/16/26,Essential,AU,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Tablet,35,RuPaul Drag Race All Stars,Reality,Active,,14.16,9.8,True,True
SUB00446,02/16/26,Annual Essential,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Desktop,33,Ghosts,Comedy,Active,,7.21,5.2,False,False
SUB00447,02/18/26,Annual Essential,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Roku,32,NFL,Sports,At-Risk,,7.23,,True,False
SUB00448,02/01/26,Paramount+ with Showtime,AU,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Desktop,38,The Curse,Comedy,Reactivated,,14.98,7.5,True,True
SUB00449,02/09/26,Paramount+ with Showtime,US,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Smart TV,51,The Agency,Thriller,Churned,03/21/26,10.61,3.2,False,True
SUB00450,02/09/26,Paramount+ with Showtime,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Roku,51,Lioness,Thriller,Active,,13.92,3.5,False,True
SUB00451,02/07/26,Annual Essential,UK,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Roku,21,Elsbeth,Procedural,Churned,02/26/26,6.8,2.5,False,False
SUB00452,02/26/26,Annual Essential,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Roku,48,NFL,Sports,Active,,5.38,5.2,False,False
SUB00453,02/16/26,Paramount+ with Showtime,AU,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Desktop,30,Sonic 3,Family,Active,,12.45,7.4,True,True
SUB00454,02/28/26,Essential,MX,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Tablet,40,Watson,Procedural,Active,,12.69,6.5,True,False
SUB00455,02/25/26,Annual Essential,CA,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Mobile,39,NCIS,Procedural,New,,8.29,4.4,False,False
SUB00456,02/14/26,Annual Premium,US,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Desktop,35,Mission Impossible,Action,At-Risk,,10.93,6.4,False,False
SUB00457,02/20/26,Annual Essential,AU,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Fire TV,31,The Offer,Drama,Active,,6.96,4.6,True,False
SUB00458,02/28/26,Paramount+ with Showtime,US,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Mobile,61,Coldwater,Drama,New,,12.82,,False,True
SUB00459,02/16/26,Annual Essential,CA,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Mobile,58,Mayor of Kingstown,Drama,At-Risk,,6.51,6.0,True,True
SUB00460,02/10/26,Essential,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Fire TV,52,Mission Impossible,Action,Active,,15.4,5.2,True,False
SUB00461,02/28/26,Annual Essential,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Roku,47,Sonic 3,Family,New,,9.15,5.4,True,False
SUB00462,02/21/26,Annual Premium,US,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Smart TV,29,The Agency,Thriller,Active,,12.07,8.1,False,False
SUB00463,02/15/26,Paramount+ with Showtime,CA,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Tablet,56,The Guest,Thriller,Churned,03/16/26,13.18,9.9,False,True
SUB00464,02/18/26,Paramount+ with Showtime,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Smart TV,27,NFL,Sports,Churned,02/28/26,11.74,7.5,True,True
SUB00465,02/18/26,Paramount+ with Showtime,MX,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Fire TV,66,NCIS,Procedural,At-Risk,,12.75,6.8,False,True
SUB00466,02/09/26,Paramount+ with Showtime,CA,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Roku,40,South Park,Comedy,Active,,12.79,,False,True
SUB00467,02/14/26,Annual Essential,US,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Mobile,54,NCIS,Procedural,At-Risk,,6.85,5.1,False,False
SUB00468,02/11/26,Essential,US,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Mobile,45,Coldwater,Drama,New,,14.57,,True,False
SUB00469,02/03/26,Essential,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Fire TV,51,NFL,Sports,Active,,12.94,4.8,False,False
SUB00470,02/11/26,Paramount+ with Showtime,US,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Desktop,59,The Curse,Comedy,Reactivated,,14.18,,False,True
SUB00471,02/27/26,Annual Essential,US,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Desktop,56,The Guest,Thriller,Active,,7.91,7.7,True,False
SUB00472,02/15/26,Essential,UK,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Roku,68,Coldwater,Drama,Active,,15.23,5.1,True,False
SUB00473,02/24/26,Essential,CA,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Desktop,38,Boston Blue,Procedural,Active,,15.26,7.1,False,False
SUB00474,02/04/26,Paramount+ with Showtime,US,Digital,CMP009,P+_SEM_BrandSearch,01/01/26,04/30/26,Tablet,45,Tulsa King,Drama,Active,,15.29,7.7,False,True
SUB00475,02/19/26,Paramount+ with Showtime,US,Streaming,CMP006,P+_Stream_PreRoll_Drama,01/12/26,04/15/26,Smart TV,32,The Chi,Drama,Active,,12.48,4.7,True,True
SUB00476,02/11/26,Paramount+ with Showtime,CA,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Fire TV,18,Boomerang,Comedy,Active,,12.29,10.0,True,True
SUB00477,02/26/26,Annual Premium,CA,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Tablet,34,RuPaul Drag Race All Stars,Reality,At-Risk,,11.19,5.9,True,False
SUB00478,02/18/26,Annual Essential,US,TV,CMP002,P+_TV_NFL_Promo,01/10/26,02/15/26,Tablet,49,Watson,Procedural,At-Risk,,7.42,8.4,False,False
SUB00479,02/03/26,Annual Essential,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Smart TV,35,The Curse,Comedy,Active,,6.92,7.1,True,False
SUB00480,02/01/26,Paramount+ with Showtime,AU,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Tablet,60,Love & Hip Hop Miami,Reality,New,,15.41,7.6,False,True
SUB00481,02/16/26,Paramount+ with Showtime,CA,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Mobile,47,South Park,Comedy,Active,,13.82,9.1,True,True
SUB00482,02/06/26,Essential,US,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Mobile,19,RuPaul Drag Race All Stars,Reality,Active,,13.33,7.4,False,True
SUB00483,02/02/26,Essential,US,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Fire TV,30,South Park,Comedy,New,,15.23,7.8,False,False
SUB00484,02/18/26,Annual Essential,US,Radio,CMP005,P+_Radio_Weekend_Q2,03/01/26,04/30/26,Mobile,38,MobLand,Drama,New,,9.23,7.2,False,False
SUB00485,02/03/26,Annual Premium,AU,Digital,CMP010,P+_Display_Retarget,01/15/26,03/31/26,Fire TV,41,Elsbeth,Procedural,Churned,02/26/26,11.62,10.0,False,False
SUB00486,02/24/26,Essential,MX,Social,CMP016,P+_Instagram_Tracker,03/01/26,04/30/26,Desktop,18,The Chi,Drama,Active,,12.8,8.2,False,False
SUB00487,02/18/26,Annual Essential,MX,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Tablet,56,Yellowjackets,Drama,At-Risk,,6.4,8.0,False,False
SUB00488,02/28/26,Paramount+ with Showtime,US,Social,CMP015,P+_TikTok_Ghosts,02/05/26,04/05/26,Desktop,20,Ghosts,Comedy,Reactivated,,13.07,6.0,False,True
SUB00489,02/09/26,Annual Essential,US,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Tablet,29,Mayor of Kingstown,Drama,At-Risk,,9.11,7.8,False,False
SUB00490,02/10/26,Paramount+ with Showtime,UK,OOH,CMP012,P+_OOH_NYC_Billboard,01/08/26,04/30/26,Mobile,43,NCIS,Procedural,Active,,14.83,,False,True
SUB00491,02/19/26,Annual Premium,US,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Fire TV,54,Elsbeth,Procedural,At-Risk,,11.85,5.2,False,False
SUB00492,02/19/26,Essential,US,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Tablet,38,The Chi,Drama,Active,,14.1,4.8,True,False
SUB00493,02/19/26,Annual Premium,MX,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Tablet,36,The Agency,Thriller,At-Risk,,9.55,7.4,False,False
SUB00494,02/12/26,Essential,CA,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Mobile,31,South Park,Comedy,Churned,03/21/26,11.81,8.1,True,True
SUB00495,02/10/26,Annual Premium,AU,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Mobile,62,Dutton Ranch,Drama,At-Risk,,12.52,5.6,False,False
SUB00496,02/13/26,Paramount+ with Showtime,CA,Streaming,CMP008,P+_Stream_YellowJackets,01/20/26,02/28/26,Smart TV,51,Mission Impossible,Action,At-Risk,,11.73,3.4,True,True
SUB00497,02/19/26,Annual Essential,CA,OOH,CMP013,P+_OOH_LA_Transit,02/01/26,04/15/26,Roku,18,Criminal Minds,Procedural,Active,,6.25,9.3,True,False
SUB00498,02/16/26,Annual Essential,US,TV,CMP001,P+_TV_BrandAwareness_Q1,01/05/26,02/28/26,Smart TV,73,NFL,Sports,Active,,8.26,5.3,False,False
SUB00499,02/19/26,Annual Essential,CA,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Smart TV,59,1923,Drama,Active,,9.27,,True,False
SUB00500,02/20/26,Annual Essential,US,Streaming,CMP007,P+_Stream_UFC_Promo,02/10/26,03/20/26,Roku,54,The Madison,Drama,Active,,8.58,8.8,False,False
SUB00501,02/28/26,Annual Premium,CA,TV,CMP003,P+_TV_Landman_Launch,02/01/26,03/31/26,Fire TV,48,The Offer,Drama,Reactivated,,10.35,,True,False
SUB00502,02/10/26,Annual Essential,US,Social,CMP014,P+_Meta_Landman_Video,01/10/26,03/10/26,Roku,37,NCIS,Procedural,Churned,03/20/26,5.5,6.1,True,False
SUB00503,02/23/26,Paramount+ with Showtime,MX,Radio,CMP004,P+_Radio_DriveTime_Q1,01/06/26,03/15/26,Roku,47,Watson,Procedural,New,,13.0,8.6,False,True
SUB00504,02/20/26,Essential,CA,Digital,CMP011,P+_Digital_TulsaKing,02/15/26,04/01/26,Smart TV,58,Sonic 3,Family,Active,,13.29,4.0,True,False
