subscriber_id,signup_date,plan,country,acquisition_channel,campaign_id,campaign_start_date,campaign_end_date,primary_device,age,signup_show,show_genre,lifecycle_stage,churn_date,monthly_spend_usd,is_bundled,has_showtime_add_on,total_spend,total_signups,avg_roas,plan_price
SUB00633,02/26/26,Paramount+ with Showtime,US,TV,CMP002,01/10/26,02/15/26,Smart TV,34,Coldwater,Drama,Active,,14.83,False,True,61748.08,36,0.08,13.99
SUB00634,02/07/26,Essential,MX,TV,CMP001,01/05/26,02/28/26,Mobile,33,NFL,Sports,Churned,03/08/26,11.17,False,False,56894.89,36,0.0849999999999999,13.99
SUB00635,02/14/26,Annual Premium,UK,OOH,CMP013,02/01/26,04/15/26,Smart TV,54,MobLand,Drama,At-Risk,,11.92,True,False,27040.0,25,0.13,11.67
SUB00636,02/02/26,Paramount+ with Showtime,CA,Radio,CMP005,03/01/26,04/30/26,Roku,44,South Park,Comedy,Active,,12.17,True,True,22144.53,14,0.09,13.99
SUB00637,02/05/26,Paramount+ with Showtime,CA,TV,CMP001,01/05/26,02/28/26,Smart TV,21,The Offer,Drama,At-Risk,,14.67,True,True,56894.89,36,0.0849999999999999,13.99
SUB00638,02/21/26,Annual Premium,AU,TV,CMP003,02/01/26,03/31/26,Fire TV,69,NCIS,Procedural,At-Risk,,13.03,False,False,41503.22,26,0.09,11.67
SUB00639,02/23/26,Essential,US,OOH,CMP013,02/01/26,04/15/26,Smart TV,18,The Guest,Thriller,At-Risk,,13.05,False,False,27040.0,25,0.13,13.99
SUB00640,02/23/26,Paramount+ with Showtime,MX,OOH,CMP013,02/01/26,04/15/26,Tablet,29,Tulsa King,Drama,Active,,11.55,True,True,27040.0,25,0.13,13.99
SUB00641,02/03/26,Essential,US,TV,CMP003,02/01/26,03/31/26,Mobile,18,SpongeBob,Family,Churned,03/17/26,11.29,True,False,41503.22,26,0.09,13.99
SUB00642,02/09/26,Annual Essential,MX,Social,CMP015,02/05/26,04/05/26,Roku,41,Ghosts,Comedy,New,,5.61,False,False,22618.05,24,0.15,7.5
SUB00643,02/14/26,Annual Essential,US,Social,CMP015,02/05/26,04/05/26,Tablet,18,Dutton Ranch,Drama,Churned,03/17/26,6.6,True,False,22618.05,24,0.15,7.5
SUB00644,02/27/26,Essential,US,Social,CMP014,01/10/26,03/10/26,Roku,65,UFC,Sports,Churned,03/17/26,13.6,False,False,25458.31,29,0.16,13.99
SUB00645,02/01/26,Paramount+ with Showtime,US,Streaming,CMP007,02/10/26,03/20/26,Roku,31,Tracker,Action,Churned,03/30/26,14.7,True,True,39937.36,33,0.115,13.99
SUB00646,02/23/26,Essential,AU,Radio,CMP005,03/01/26,04/30/26,Mobile,18,NFL,Sports,Active,,14.0,True,False,22144.53,14,0.09,13.99
SUB00647,02/02/26,Essential,US,TV,CMP003,02/01/26,03/31/26,Desktop,53,RuPaul Drag Race All Stars,Reality,Active,,14.16,True,False,41503.22,26,0.09,13.99
SUB00648,02/19/26,Annual Premium,US,Streaming,CMP006,01/12/26,04/15/26,Mobile,32,RuPaul Drag Race All Stars,Reality,Active,,11.46,False,False,69517.64,55,0.11,11.67
SUB00649,02/28/26,Essential,US,OOH,CMP012,01/08/26,04/30/26,Roku,46,Elsbeth,Procedural,Churned,04/11/26,13.34,False,False,46356.88,40,0.12,13.99
SUB00650,02/06/26,Annual Essential,US,OOH,CMP013,02/01/26,04/15/26,Fire TV,37,Dutton Ranch,Drama,Churned,04/05/26,6.56,False,False,27040.0,25,0.13,7.5
SUB00651,02/22/26,Annual Premium,US,Radio,CMP005,03/01/26,04/30/26,Smart TV,18,The Guest,Thriller,Churned,03/10/26,9.7,False,False,22144.53,14,0.09,11.67
SUB00652,02/04/26,Paramount+ with Showtime,US,Radio,CMP005,03/01/26,04/30/26,Smart TV,28,UFC,Sports,Active,,15.14,False,True,22144.53,14,0.09,13.99
SUB00653,02/04/26,Paramount+ with Showtime,US,Streaming,CMP007,02/10/26,03/20/26,Mobile,18,Landman,Drama,Active,,14.54,True,True,39937.36,33,0.115,13.99
SUB00654,02/07/26,Paramount+ with Showtime,MX,Digital,CMP010,01/15/26,03/31/26,Desktop,41,Dexter,Thriller,Active,,12.43,True,True,40279.22,40,0.14,13.99
SUB00655,02/22/26,Annual Premium,AU,Digital,CMP011,02/15/26,04/01/26,Tablet,45,Boomerang,Comedy,Active,,12.72,False,False,45566.52,49,0.15,11.67
SUB00656,02/07/26,Essential,US,Digital,CMP010,01/15/26,03/31/26,Smart TV,39,Sonic 3,Family,Reactivated,,13.49,True,False,40279.22,40,0.14,13.99
SUB00657,02/12/26,Annual Premium,US,TV,CMP002,01/10/26,02/15/26,Mobile,35,Elsbeth,Procedural,New,,12.48,False,False,61748.08,36,0.08,11.67
SUB00658,02/08/26,Annual Essential,US,TV,CMP002,01/10/26,02/15/26,Smart TV,18,The Curse,Comedy,Active,,7.12,True,False,61748.08,36,0.08,7.5
SUB00659,02/05/26,Essential,US,OOH,CMP013,02/01/26,04/15/26,Fire TV,37,The Madison,Drama,New,,15.07,False,False,27040.0,25,0.13,13.99
SUB00660,02/17/26,Annual Essential,MX,Digital,CMP010,01/15/26,03/31/26,Smart TV,51,The Curse,Comedy,At-Risk,,6.09,True,False,40279.22,40,0.14,7.5
SUB00661,02/13/26,Paramount+ with Showtime,AU,Social,CMP014,01/10/26,03/10/26,Fire TV,24,Landman,Drama,Reactivated,,13.36,False,True,25458.31,29,0.16,13.99
SUB00662,02/05/26,Annual Premium,US,OOH,CMP013,02/01/26,04/15/26,Fire TV,50,Boston Blue,Procedural,Active,,12.61,False,False,27040.0,25,0.13,11.67
SUB00663,02/17/26,Paramount+ with Showtime,MX,Social,CMP014,01/10/26,03/10/26,Mobile,48,The Guest,Thriller,New,,12.29,False,True,25458.31,29,0.16,13.99
SUB00664,02/19/26,Paramount+ with Showtime,CA,TV,CMP001,01/05/26,02/28/26,Smart TV,44,NCIS,Procedural,At-Risk,,14.23,True,True,56894.89,36,0.0849999999999999,13.99
SUB00665,02/14/26,Annual Premium,US,Digital,CMP010,01/15/26,03/31/26,Smart TV,54,Tracker,Action,Active,,12.49,False,False,40279.22,40,0.14,11.67
SUB00666,02/01/26,Annual Essential,US,Digital,CMP009,01/01/26,04/30/26,Tablet,52,1923,Drama,New,,7.06,False,True,70866.81,75,0.1475,7.5
SUB00667,02/01/26,Essential,CA,TV,CMP003,02/01/26,03/31/26,Smart TV,35,Dexter,Thriller,New,,12.58,True,False,41503.22,26,0.09,13.99
SUB00668,02/11/26,Paramount+ with Showtime,US,Social,CMP014,01/10/26,03/10/26,Fire TV,35,RuPaul Drag Race All Stars,Reality,Churned,03/24/26,12.5,False,True,25458.31,29,0.16,13.99
SUB00669,02/27/26,Annual Essential,US,Social,CMP014,01/10/26,03/10/26,Tablet,18,Yellowjackets,Drama,Active,,6.89,True,False,25458.31,29,0.16,7.5
SUB00670,02/28/26,Essential,US,Streaming,CMP008,01/20/26,02/28/26,Smart TV,26,The Offer,Drama,Active,,14.91,False,False,33297.18,27,0.11,13.99
SUB00671,02/17/26,Annual Essential,US,Social,CMP015,02/05/26,04/05/26,Smart TV,18,Mayor of Kingstown,Drama,New,,6.04,True,True,22618.05,24,0.15,7.5
SUB00672,02/01/26,Paramount+ with Showtime,US,Radio,CMP004,01/06/26,03/15/26,Desktop,24,Love & Hip Hop Miami,Reality,Active,,13.88,False,True,41237.74,27,0.09,13.99
SUB00673,02/18/26,Paramount+ with Showtime,US,TV,CMP003,02/01/26,03/31/26,Roku,34,The Curse,Comedy,At-Risk,,13.84,True,True,41503.22,26,0.09,13.99
SUB00674,02/24/26,Annual Premium,UK,Social,CMP014,01/10/26,03/10/26,Mobile,20,Paw Patrol,Family,At-Risk,,12.21,False,False,25458.31,29,0.16,11.67
SUB00675,02/21/26,Paramount+ with Showtime,US,Streaming,CMP007,02/10/26,03/20/26,Fire TV,57,Dexter,Thriller,At-Risk,,11.0,True,True,39937.36,33,0.115,13.99
SUB00676,02/16/26,Annual Essential,US,Radio,CMP005,03/01/26,04/30/26,Fire TV,40,The Madison,Drama,Active,,8.54,True,False,22144.53,14,0.09,7.5
SUB00677,02/22/26,Paramount+ with Showtime,CA,OOH,CMP013,02/01/26,04/15/26,Roku,40,NFL,Sports,Active,,14.02,True,True,27040.0,25,0.13,13.99
SUB00678,02/10/26,Annual Essential,US,Digital,CMP011,02/15/26,04/01/26,Desktop,24,Tulsa King,Drama,At-Risk,,7.96,False,True,45566.52,49,0.15,7.5
SUB00679,02/08/26,Annual Premium,US,Streaming,CMP006,01/12/26,04/15/26,Mobile,52,MobLand,Drama,At-Risk,,12.63,False,False,69517.64,55,0.11,11.67
SUB00680,02/04/26,Annual Essential,UK,Social,CMP016,03/01/26,04/30/26,Mobile,30,Watson,Procedural,Churned,04/04/26,5.13,False,True,13079.15,14,0.15,7.5
SUB00681,02/06/26,Paramount+ with Showtime,CA,TV,CMP001,01/05/26,02/28/26,Mobile,28,Yellowjackets,Drama,At-Risk,,12.66,True,True,56894.89,36,0.0849999999999999,13.99
SUB00682,02/11/26,Paramount+ with Showtime,US,Social,CMP014,01/10/26,03/10/26,Fire TV,40,Lioness,Thriller,New,,15.05,False,True,25458.31,29,0.16,13.99
SUB00683,02/21/26,Paramount+ with Showtime,US,Streaming,CMP006,01/12/26,04/15/26,Roku,38,Lioness,Thriller,Active,,13.84,False,True,69517.64,55,0.11,13.99
SUB00684,02/23/26,Annual Essential,AU,Digital,CMP011,02/15/26,04/01/26,Fire TV,40,The Chi,Drama,At-Risk,,6.73,True,False,45566.52,49,0.15,7.5
SUB00685,02/03/26,Annual Premium,US,Radio,CMP005,03/01/26,04/30/26,Desktop,28,Criminal Minds,Procedural,Active,,10.41,False,False,22144.53,14,0.09,11.67
SUB00686,02/27/26,Annual Essential,US,Radio,CMP004,01/06/26,03/15/26,Desktop,26,Dexter,Thriller,At-Risk,,8.19,False,False,41237.74,27,0.09,7.5
SUB00687,02/09/26,Paramount+ with Showtime,MX,Streaming,CMP008,01/20/26,02/28/26,Mobile,41,RuPaul Drag Race All Stars,Reality,Active,,13.48,False,True,33297.18,27,0.11,13.99
SUB00688,02/21/26,Paramount+ with Showtime,CA,Social,CMP016,03/01/26,04/30/26,Mobile,36,The Madison,Drama,Active,,13.78,False,True,13079.15,14,0.15,13.99
SUB00689,02/04/26,Paramount+ with Showtime,CA,OOH,CMP012,01/08/26,04/30/26,Desktop,41,Boston Blue,Procedural,Active,,11.1,True,True,46356.88,40,0.12,13.99
SUB00690,02/15/26,Paramount+ with Showtime,UK,Digital,CMP010,01/15/26,03/31/26,Roku,36,Dexter,Thriller,Churned,03/27/26,14.36,False,True,40279.22,40,0.14,13.99
SUB00691,02/13/26,Essential,US,Social,CMP015,02/05/26,04/05/26,Tablet,51,Paw Patrol,Family,At-Risk,,14.1,True,False,22618.05,24,0.15,13.99
SUB00692,02/09/26,Annual Premium,US,OOH,CMP012,01/08/26,04/30/26,Smart TV,40,The Offer,Drama,At-Risk,,11.47,False,False,46356.88,40,0.12,11.67
SUB00693,02/04/26,Essential,US,TV,CMP003,02/01/26,03/31/26,Smart TV,46,MobLand,Drama,Active,,14.32,False,False,41503.22,26,0.09,13.99
SUB00694,02/28/26,Paramount+ with Showtime,MX,TV,CMP001,01/05/26,02/28/26,Mobile,31,The Offer,Drama,New,,13.08,False,True,56894.89,36,0.0849999999999999,13.99
SUB00695,02/24/26,Paramount+ with Showtime,MX,TV,CMP002,01/10/26,02/15/26,Roku,18,Mayor of Kingstown,Drama,Active,,11.49,False,True,61748.08,36,0.08,13.99
SUB00696,02/08/26,Paramount+ with Showtime,US,Radio,CMP005,03/01/26,04/30/26,Fire TV,20,Watson,Procedural,Active,,13.16,True,True,22144.53,14,0.09,13.99
SUB00697,02/23/26,Annual Essential,US,OOH,CMP012,01/08/26,04/30/26,Desktop,31,Ghosts,Comedy,Active,,8.06,False,False,46356.88,40,0.12,7.5
SUB00698,02/16/26,Paramount+ with Showtime,CA,OOH,CMP012,01/08/26,04/30/26,Fire TV,42,Tulsa King,Drama,New,,12.47,True,True,46356.88,40,0.12,13.99
SUB00699,02/10/26,Annual Premium,UK,Social,CMP015,02/05/26,04/05/26,Mobile,52,Landman,Drama,At-Risk,,12.52,True,False,22618.05,24,0.15,11.67
SUB00700,02/15/26,Annual Essential,US,Social,CMP015,02/05/26,04/05/26,Fire TV,22,Watson,Procedural,New,,7.41,True,False,22618.05,24,0.15,7.5
SUB00701,02/28/26,Paramount+ with Showtime,US,Radio,CMP005,03/01/26,04/30/26,Tablet,43,Landman,Drama,Active,,13.29,False,True,22144.53,14,0.09,13.99
SUB00702,02/17/26,Paramount+ with Showtime,US,TV,CMP002,01/10/26,02/15/26,Tablet,53,Watson,Procedural,Churned,03/19/26,14.46,False,True,61748.08,36,0.08,13.99
SUB00703,02/06/26,Essential,MX,TV,CMP001,01/05/26,02/28/26,Roku,25,Coldwater,Drama,New,,11.75,True,False,56894.89,36,0.0849999999999999,13.99
SUB00704,02/23/26,Paramount+ with Showtime,MX,TV,CMP002,01/10/26,02/15/26,Fire TV,46,Boomerang,Comedy,Reactivated,,12.03,True,True,61748.08,36,0.08,13.99
SUB00705,02/06/26,Paramount+ with Showtime,US,Digital,CMP010,01/15/26,03/31/26,Roku,38,MobLand,Drama,Active,,14.15,True,True,40279.22,40,0.14,13.99
SUB00706,02/03/26,Annual Essential,AU,Social,CMP015,02/05/26,04/05/26,Mobile,30,Dutton Ranch,Drama,New,,6.8,False,False,22618.05,24,0.15,7.5
SUB00707,02/04/26,Paramount+ with Showtime,US,Streaming,CMP008,01/20/26,02/28/26,Fire TV,18,UFC,Sports,Active,,15.98,False,True,33297.18,27,0.11,13.99
SUB00708,02/21/26,Essential,US,Digital,CMP009,01/01/26,04/30/26,Mobile,48,Elsbeth,Procedural,New,,14.05,False,True,70866.81,75,0.1475,13.99
SUB00709,02/11/26,Paramount+ with Showtime,UK,Digital,CMP010,01/15/26,03/31/26,Smart TV,38,Tulsa King,Drama,Active,,13.56,False,True,40279.22,40,0.14,13.99
SUB00710,02/03/26,Annual Essential,US,Social,CMP015,02/05/26,04/05/26,Desktop,53,Watson,Procedural,Active,,8.13,True,False,22618.05,24,0.15,7.5
SUB00711,02/24/26,Essential,US,TV,CMP002,01/10/26,02/15/26,Tablet,44,Mission Impossible,Action,At-Risk,,14.34,True,False,61748.08,36,0.08,13.99
SUB00712,02/15/26,Paramount+ with Showtime,CA,Radio,CMP005,03/01/26,04/30/26,Tablet,46,Lioness,Thriller,At-Risk,,13.39,False,True,22144.53,14,0.09,13.99
SUB00713,02/21/26,Paramount+ with Showtime,CA,TV,CMP002,01/10/26,02/15/26,Fire TV,39,Lioness,Thriller,At-Risk,,12.98,False,True,61748.08,36,0.08,13.99
SUB00714,02/17/26,Essential,US,TV,CMP003,02/01/26,03/31/26,Mobile,18,Mission Impossible,Action,Active,,13.91,False,False,41503.22,26,0.09,13.99
SUB00715,02/27/26,Paramount+ with Showtime,US,TV,CMP002,01/10/26,02/15/26,Tablet,40,NFL,Sports,Active,,14.0,False,True,61748.08,36,0.08,13.99
SUB00716,02/14/26,Paramount+ with Showtime,CA,Social,CMP015,02/05/26,04/05/26,Fire TV,58,Love & Hip Hop Miami,Reality,Churned,03/02/26,11.45,True,True,22618.05,24,0.15,13.99
SUB00717,02/06/26,Annual Essential,AU,Streaming,CMP007,02/10/26,03/20/26,Tablet,36,Love & Hip Hop Miami,Reality,New,,6.91,True,False,39937.36,33,0.115,7.5
SUB00718,02/11/26,Annual Premium,US,TV,CMP002,01/10/26,02/15/26,Mobile,61,The Curse,Comedy,Active,,12.37,False,False,61748.08,36,0.08,11.67
SUB00719,02/01/26,Annual Premium,US,Radio,CMP004,01/06/26,03/15/26,Fire TV,20,Watson,Procedural,At-Risk,,11.11,False,True,41237.74,27,0.09,11.67
SUB00720,02/12/26,Essential,CA,TV,CMP003,02/01/26,03/31/26,Mobile,33,Boomerang,Comedy,Active,,13.96,True,False,41503.22,26,0.09,13.99
SUB00721,02/07/26,Annual Premium,CA,Streaming,CMP008,01/20/26,02/28/26,Fire TV,22,Dutton Ranch,Drama,Active,,11.26,True,False,33297.18,27,0.11,11.67
SUB00722,02/16/26,Essential,CA,Digital,CMP009,01/01/26,04/30/26,Roku,53,Paw Patrol,Family,Active,,12.9,True,False,70866.81,75,0.1475,13.99
SUB00723,02/08/26,Essential,UK,Digital,CMP011,02/15/26,04/01/26,Mobile,26,Boomerang,Comedy,Active,,13.95,False,False,45566.52,49,0.15,13.99
SUB00724,02/02/26,Annual Essential,AU,OOH,CMP013,02/01/26,04/15/26,Tablet,44,Yellowjackets,Drama,Active,,8.03,False,False,27040.0,25,0.13,7.5
SUB00725,02/17/26,Paramount+ with Showtime,CA,Social,CMP014,01/10/26,03/10/26,Mobile,33,Boomerang,Comedy,Churned,02/28/26,11.33,True,True,25458.31,29,0.16,13.99
SUB00726,02/12/26,Paramount+ with Showtime,US,Digital,CMP011,02/15/26,04/01/26,Desktop,67,UFC,Sports,Churned,03/22/26,13.3,False,True,45566.52,49,0.15,13.99
SUB00727,02/20/26,Essential,US,Radio,CMP005,03/01/26,04/30/26,Desktop,66,The Offer,Drama,Active,,14.39,False,False,22144.53,14,0.09,13.99
SUB00728,02/12/26,Annual Essential,US,Streaming,CMP008,01/20/26,02/28/26,Mobile,32,Dexter,Thriller,At-Risk,,8.77,False,False,33297.18,27,0.11,7.5
SUB00729,02/06/26,Annual Premium,AU,Social,CMP014,01/10/26,03/10/26,Roku,18,MobLand,Drama,Active,,10.68,False,False,25458.31,29,0.16,11.67
SUB00730,02/12/26,Essential,US,TV,CMP002,01/10/26,02/15/26,Tablet,34,Tulsa King,Drama,Active,,14.55,False,False,61748.08,36,0.08,13.99
SUB00731,02/18/26,Essential,AU,Social,CMP014,01/10/26,03/10/26,Fire TV,18,Tracker,Action,Churned,03/14/26,14.73,False,False,25458.31,29,0.16,13.99
SUB00732,02/23/26,Annual Premium,MX,OOH,CMP012,01/08/26,04/30/26,Smart TV,18,Mission Impossible,Action,Active,,9.45,False,False,46356.88,40,0.12,11.67
SUB00733,02/06/26,Annual Premium,MX,OOH,CMP012,01/08/26,04/30/26,Fire TV,43,RuPaul Drag Race All Stars,Reality,At-Risk,,9.82,False,True,46356.88,40,0.12,11.67
SUB00734,02/05/26,Annual Premium,UK,Radio,CMP004,01/06/26,03/15/26,Mobile,44,Coldwater,Drama,Active,,12.38,False,False,41237.74,27,0.09,11.67
SUB00735,02/11/26,Paramount+ with Showtime,US,Radio,CMP005,03/01/26,04/30/26,Desktop,48,Dutton Ranch,Drama,Reactivated,,12.73,True,True,22144.53,14,0.09,13.99
SUB00736,02/26/26,Essential,US,Digital,CMP010,01/15/26,03/31/26,Desktop,44,The Chi,Drama,Active,,14.28,True,False,40279.22,40,0.14,13.99
SUB00737,02/23/26,Annual Premium,US,TV,CMP001,01/05/26,02/28/26,Desktop,33,Lioness,Thriller,Reactivated,,10.62,False,False,56894.89,36,0.0849999999999999,11.67
SUB00738,02/22/26,Annual Premium,US,Streaming,CMP006,01/12/26,04/15/26,Desktop,46,Sonic 3,Family,Reactivated,,11.67,False,False,69517.64,55,0.11,11.67
SUB00739,02/18/26,Essential,CA,Digital,CMP011,02/15/26,04/01/26,Mobile,31,NCIS,Procedural,At-Risk,,13.38,False,False,45566.52,49,0.15,13.99
SUB00740,02/18/26,Annual Essential,US,Streaming,CMP006,01/12/26,04/15/26,Fire TV,37,Mission Impossible,Action,Churned,04/08/26,6.46,False,False,69517.64,55,0.11,7.5
SUB00741,02/24/26,Annual Essential,CA,Digital,CMP010,01/15/26,03/31/26,Desktop,32,Boston Blue,Procedural,At-Risk,,7.33,True,False,40279.22,40,0.14,7.5
SUB00742,02/06/26,Annual Premium,US,Social,CMP016,03/01/26,04/30/26,Tablet,35,Love & Hip Hop Miami,Reality,Active,,12.87,False,False,13079.15,14,0.15,11.67
SUB00743,02/24/26,Annual Premium,US,Streaming,CMP006,01/12/26,04/15/26,Roku,57,Boston Blue,Procedural,Churned,03/09/26,9.13,False,False,69517.64,55,0.11,11.67
SUB00744,02/15/26,Paramount+ with Showtime,US,OOH,CMP012,01/08/26,04/30/26,Fire TV,52,UFC,Sports,At-Risk,,14.96,False,True,46356.88,40,0.12,13.99
SUB00745,02/19/26,Essential,MX,Social,CMP016,03/01/26,04/30/26,Smart TV,18,The Offer,Drama,At-Risk,,11.39,False,False,13079.15,14,0.15,13.99
SUB00746,02/05/26,Annual Essential,US,Radio,CMP004,01/06/26,03/15/26,Fire TV,48,Paw Patrol,Family,Active,,6.94,False,False,41237.74,27,0.09,7.5
SUB00747,02/19/26,Annual Premium,US,OOH,CMP013,02/01/26,04/15/26,Desktop,32,The Guest,Thriller,Churned,04/05/26,10.23,True,True,27040.0,25,0.13,11.67
SUB00748,02/24/26,Paramount+ with Showtime,US,TV,CMP002,01/10/26,02/15/26,Mobile,46,Coldwater,Drama,Active,,13.1,False,True,61748.08,36,0.08,13.99
SUB00749,02/23/26,Annual Premium,US,Radio,CMP004,01/06/26,03/15/26,Desktop,60,NFL,Sports,At-Risk,,11.36,False,False,41237.74,27,0.09,11.67
SUB00750,02/04/26,Paramount+ with Showtime,MX,Social,CMP015,02/05/26,04/05/26,Tablet,19,UFC,Sports,Reactivated,,13.16,False,True,22618.05,24,0.15,13.99
SUB00751,02/05/26,Annual Essential,US,Radio,CMP004,01/06/26,03/15/26,Fire TV,36,Lioness,Thriller,Active,,6.04,True,False,41237.74,27,0.09,7.5
SUB00752,02/12/26,Paramount+ with Showtime,UK,Streaming,CMP008,01/20/26,02/28/26,Tablet,37,Boomerang,Comedy,Active,,14.16,True,True,33297.18,27,0.11,13.99
SUB00753,02/27/26,Essential,US,Streaming,CMP008,01/20/26,02/28/26,Smart TV,50,Tracker,Action,New,,11.91,False,False,33297.18,27,0.11,13.99
SUB00754,02/22/26,Annual Essential,US,TV,CMP003,02/01/26,03/31/26,Desktop,40,Mission Impossible,Action,At-Risk,,8.11,False,False,41503.22,26,0.09,7.5
SUB00755,02/03/26,Paramount+ with Showtime,UK,Streaming,CMP008,01/20/26,02/28/26,Smart TV,55,Coldwater,Drama,Active,,15.24,False,True,33297.18,27,0.11,13.99
SUB00756,02/18/26,Annual Essential,CA,Digital,CMP011,02/15/26,04/01/26,Tablet,54,UFC,Sports,New,,7.6,False,True,45566.52,49,0.15,7.5
SUB00757,02/01/26,Essential,CA,Radio,CMP004,01/06/26,03/15/26,Desktop,30,The Madison,Drama,New,,13.52,True,False,41237.74,27,0.09,13.99
SUB00758,02/11/26,Essential,AU,Social,CMP014,01/10/26,03/10/26,Desktop,31,Ghosts,Comedy,Active,,14.16,False,True,25458.31,29,0.16,13.99
SUB00759,02/06/26,Paramount+ with Showtime,AU,Streaming,CMP008,01/20/26,02/28/26,Desktop,22,UFC,Sports,Active,,14.54,False,True,33297.18,27,0.11,13.99
SUB00760,02/01/26,Essential,MX,Radio,CMP004,01/06/26,03/15/26,Tablet,21,Sonic 3,Family,Reactivated,,12.41,True,False,41237.74,27,0.09,13.99
SUB00761,02/02/26,Paramount+ with Showtime,US,Radio,CMP004,01/06/26,03/15/26,Desktop,18,Watson,Procedural,Churned,02/24/26,13.61,False,True,41237.74,27,0.09,13.99
SUB00762,02/14/26,Annual Essential,US,Social,CMP016,03/01/26,04/30/26,Smart TV,24,UFC,Sports,Active,,7.29,True,False,13079.15,14,0.15,7.5
SUB00763,02/10/26,Essential,CA,OOH,CMP012,01/08/26,04/30/26,Tablet,48,RuPaul Drag Race All Stars,Reality,New,,12.91,True,False,46356.88,40,0.12,13.99
SUB00764,02/26/26,Paramount+ with Showtime,AU,Social,CMP014,01/10/26,03/10/26,Roku,57,Mission Impossible,Action,At-Risk,,15.75,False,True,25458.31,29,0.16,13.99
SUB00765,02/06/26,Annual Premium,UK,Social,CMP016,03/01/26,04/30/26,Desktop,39,The Curse,Comedy,Active,,11.36,False,False,13079.15,14,0.15,11.67
SUB00766,02/19/26,Annual Premium,US,Social,CMP014,01/10/26,03/10/26,Tablet,45,South Park,Comedy,Churned,04/02/26,12.05,False,False,25458.31,29,0.16,11.67
SUB00767,02/14/26,Essential,US,OOH,CMP013,02/01/26,04/15/26,Tablet,47,UFC,Sports,Active,,14.99,False,False,27040.0,25,0.13,13.99
SUB00768,02/11/26,Paramount+ with Showtime,AU,Digital,CMP011,02/15/26,04/01/26,Tablet,24,Coldwater,Drama,At-Risk,,13.8,True,True,45566.52,49,0.15,13.99
SUB00769,02/01/26,Paramount+ with Showtime,CA,OOH,CMP012,01/08/26,04/30/26,Mobile,65,Dutton Ranch,Drama,Active,,15.04,False,True,46356.88,40,0.12,13.99
SUB00770,02/21/26,Paramount+ with Showtime,AU,Digital,CMP011,02/15/26,04/01/26,Desktop,35,MobLand,Drama,At-Risk,,15.18,False,True,45566.52,49,0.15,13.99
SUB00771,02/12/26,Essential,AU,Digital,CMP011,02/15/26,04/01/26,Desktop,33,SpongeBob,Family,At-Risk,,14.72,False,False,45566.52,49,0.15,13.99
SUB00772,02/25/26,Annual Premium,AU,OOH,CMP012,01/08/26,04/30/26,Fire TV,44,Paw Patrol,Family,New,,12.59,False,False,46356.88,40,0.12,11.67
SUB00773,02/02/26,Annual Premium,US,OOH,CMP013,02/01/26,04/15/26,Smart TV,49,The Offer,Drama,At-Risk,,10.88,True,False,27040.0,25,0.13,11.67
SUB00774,02/06/26,Annual Premium,MX,Radio,CMP005,03/01/26,04/30/26,Fire TV,22,Criminal Minds,Procedural,Active,,10.35,True,False,22144.53,14,0.09,11.67
SUB00775,02/09/26,Annual Essential,CA,Digital,CMP009,01/01/26,04/30/26,Smart TV,44,1923,Drama,New,,7.68,False,False,70866.81,75,0.1475,7.5
SUB00776,02/20/26,Annual Premium,AU,Digital,CMP011,02/15/26,04/01/26,Tablet,47,The Madison,Drama,Active,,11.64,False,False,45566.52,49,0.15,11.67
SUB00777,02/09/26,Annual Essential,US,TV,CMP002,01/10/26,02/15/26,Mobile,47,Tulsa King,Drama,At-Risk,,7.65,False,False,61748.08,36,0.08,7.5
SUB00778,02/18/26,Paramount+ with Showtime,US,Social,CMP015,02/05/26,04/05/26,Fire TV,36,The Offer,Drama,Churned,03/28/26,11.86,True,True,22618.05,24,0.15,13.99
SUB00779,02/03/26,Paramount+ with Showtime,US,Social,CMP015,02/05/26,04/05/26,Fire TV,50,The Offer,Drama,Reactivated,,14.86,False,True,22618.05,24,0.15,13.99
SUB00780,02/27/26,Essential,US,OOH,CMP013,02/01/26,04/15/26,Mobile,38,The Madison,Drama,At-Risk,,13.55,False,False,27040.0,25,0.13,13.99
SUB00781,02/15/26,Essential,US,Streaming,CMP008,01/20/26,02/28/26,Fire TV,47,The Chi,Drama,Churned,04/14/26,13.58,False,False,33297.18,27,0.11,13.99
SUB00782,02/26/26,Paramount+ with Showtime,US,OOH,CMP012,01/08/26,04/30/26,Fire TV,30,1923,Drama,Active,,14.68,False,True,46356.88,40,0.12,13.99
SUB00783,02/13/26,Paramount+ with Showtime,CA,OOH,CMP013,02/01/26,04/15/26,Fire TV,31,Tulsa King,Drama,At-Risk,,13.73,True,True,27040.0,25,0.13,13.99
SUB00784,02/20/26,Annual Essential,US,Social,CMP016,03/01/26,04/30/26,Mobile,32,The Curse,Comedy,At-Risk,,8.28,False,False,13079.15,14,0.15,7.5
SUB00785,02/19/26,Annual Essential,CA,OOH,CMP012,01/08/26,04/30/26,Desktop,47,Paw Patrol,Family,New,,7.87,True,True,46356.88,40,0.12,7.5
SUB00786,02/08/26,Essential,CA,Digital,CMP009,01/01/26,04/30/26,Smart TV,41,Dexter,Thriller,Active,,13.96,False,False,70866.81,75,0.1475,13.99
